train_no,train_name,source_code,source_name,destination_code,destination_name,class,days_before_journey,weekday,month,punctuality_rate,avg_waitlist,confirmation_chance
57178,Delhi Sarai Rohilla-Thiruvananthapuram Central Superfast Express,DEE,Delhi Sarai Rohilla,TVC,Thiruvananthapuram Central,2A,29,1,12,67.48,38,87.87%
35674,Chennai Egmore-Ajmer Jn Superfast Express,MS,Chennai Egmore,AII,Ajmer Jn,SL,5,5,4,60.11,427,24.81%
42835,Ahmedabad-Thiruvananthapuram Central Express,ADI,Ahmedabad,TVC,Thiruvananthapuram Central,2S,27,6,6,62.13,463,11.28%
53649,Silchar-Alipurduar Jn Intercity Express,SCL,Silchar,APDJ,Alipurduar Jn,1A,58,3,1,81.35,329,26.6%
81715,Guwahati-Patna Jn Express,GHY,Guwahati,PNBE,Patna Jn,SL,34,1,11,69.44,247,45.96%
31006,Sealdah-Kanpur Central Mail Express,SDAH,Sealdah,CNB,Kanpur Central,2S,69,4,9,88.81,460,5%
39601,Ernakulam Jn-Dibrugarh Town Intercity Express,ERS,Ernakulam Jn,DBRT,Dibrugarh Town,3A,78,0,10,83.78,312,19.16%
84958,Kanyakumari-Agartala Express,CAPE,Kanyakumari,AGTL,Agartala,CC,89,6,8,89.3,217,29.24%
66458,Yesvantpur-Agartala Mail Express,YPR,Yesvantpur,AGTL,Agartala,SL,62,4,4,63.85,27,72.2%
29340,Jabalpur-Ahmedabad Intercity Express,JBP,Jabalpur,ADI,Ahmedabad,1A,52,2,4,76.98,366,17.87%
15723,Guwahati-Dibrugarh Mail Express,GHY,Guwahati,DBRG,Dibrugarh,3A,114,3,1,75.54,52,51.47%
41942,New Delhi-Firozpur Cantt Intercity Express,NDLS,New Delhi,FZR,Firozpur Cantt,CC,12,3,6,75.95,309,47.9%
74990,Mariani Jn-Chhatrapati Shivaji Maharaj Terminus Mail Express,MXN,Mariani Jn,CSMT,Chhatrapati Shivaji Maharaj Terminus,CC,89,2,10,68.6,418,5%
73210,Firozpur Cantt-Bangalore City Mail Express,FZR,Firozpur Cantt,SBC,Bangalore City,2A,78,0,10,86.45,38,71.31%
57408,Lucknow Jn-Gaya Jn Intercity Express,LJN,Lucknow Jn,GAYA,Gaya Jn,CC,14,0,5,82.71,72,82.25%
10078,Shalimar-Dimapur Superfast Express,SHM,Shalimar,DMV,Dimapur,1A,16,0,2,80.54,194,63.87%
30682,Tirupati-Secunderabad Superfast Express,TPTY,Tirupati,SC,Secunderabad,3A,114,5,11,74.0,480,5%
45747,Gaya Jn-Jammu Tawi Intercity Express,GAYA,Gaya Jn,JAT,Jammu Tawi,1A,28,2,12,75.48,374,24.65%
70755,Agartala-Darbhanga Intercity Express,AGTL,Agartala,DBG,Darbhanga,SL,4,1,12,97.36,460,18.8%
49888,Dibrugarh-Silchar Mail Express,DBRG,Dibrugarh,SCL,Silchar,2A,1,4,1,98.38,457,21.07%
33888,Howrah-Kanpur Central Mail Express,HWH,Howrah,CNB,Kanpur Central,3A,116,1,10,91.6,400,5%
73176,Chhatrapati Shivaji Maharaj Terminus-Amritsar Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,ASR,Amritsar,CC,62,2,10,78.03,251,36.87%
27212,Dibrugarh Town-Hazrat Nizamuddin Express,DBRT,Dibrugarh Town,NZM,Hazrat Nizamuddin,CC,91,6,10,95.7,234,33.31%
40830,Darbhanga-Kochuveli Intercity Express,DBG,Darbhanga,KCVL,Kochuveli,1A,91,4,1,82.59,201,37.15%
23691,New Bongaigaon-Kanyakumari Superfast Express,NBQ,New Bongaigaon,CAPE,Kanyakumari,2A,44,2,9,80.02,28,81.61%
24775,Mumbai Central-Dibrugarh Town Superfast Express,MMCT,Mumbai Central,DBRT,Dibrugarh Town,1A,40,3,6,82.66,361,28.57%
95277,Puri-Rourkela Intercity Express,PURI,Puri,ROU,Rourkela,2S,19,1,9,89.68,77,81.79%
95229,Dehradun-Vasco-da-Gama Superfast Express,DDN,Dehradun,VSG,Vasco-da-Gama,CC,10,3,2,86.4,101,83.65%
30837,Bhubaneswar-Rangiya Jn Intercity Express,BBS,Bhubaneswar,RNY,Rangiya Jn,CC,65,3,2,96.96,259,34.56%
44585,Lucknow Jn-Kochuveli Intercity Express,LJN,Lucknow Jn,KCVL,Kochuveli,1A,40,2,10,72.69,5,85.27%
90382,Puri-Alipurduar Jn Intercity Express,PURI,Puri,APDJ,Alipurduar Jn,2A,114,3,1,85.8,261,17.72%
37110,Delhi Sarai Rohilla-Raxaul Express,DEE,Delhi Sarai Rohilla,RXL,Raxaul,SL,114,2,7,60.06,12,55.46%
25456,Rourkela-Madurai Express,ROU,Rourkela,MDU,Madurai,3A,0,5,7,96.09,446,21.0%
33086,Shalimar-Dimapur Mail Express,SHM,Shalimar,DMV,Dimapur,2A,107,4,3,73.91,320,8.51%
39852,Amritsar-Chennai Egmore Intercity Express,ASR,Amritsar,MS,Chennai Egmore,1A,84,3,9,75.15,417,5%
30680,Bikaner-Madurai Intercity Express,BKN,Bikaner,MDU,Madurai,3A,86,1,7,88.24,434,5%
14784,Jammu Tawi-Gaya Jn Intercity Express,JAT,Jammu Tawi,GAYA,Gaya Jn,1A,113,1,4,99.28,282,12.78%
71821,Patna Jn-Kochuveli Superfast Express,PNBE,Patna Jn,KCVL,Kochuveli,2S,63,2,8,91.65,73,70.15%
44769,Raxaul-Lucknow Mail Express,RXL,Raxaul,LKO,Lucknow,1A,57,6,9,86.4,319,25.01%
86826,Gaya Jn-Lumding Jn Express,GAYA,Gaya Jn,LMG,Lumding Jn,3A,99,6,10,97.73,193,36.03%
12213,Puri-Amritsar Intercity Express,PURI,Puri,ASR,Amritsar,CC,106,1,11,93.06,379,5%
87340,New Delhi-Coimbatore Express,NDLS,New Delhi,CBE,Coimbatore,2S,34,2,9,60.25,30,87.2%
18340,Bhopal-Gaya Jn Intercity Express,BPL,Bhopal,GAYA,Gaya Jn,1A,70,2,11,82.95,377,12.29%
61500,Mysuru-Mariani Jn Mail Express,MYS,Mysuru,MXN,Mariani Jn,2A,41,4,9,86.58,152,58.87%
95969,Bikaner-Kolkata Intercity Express,BKN,Bikaner,KOAA,Kolkata,2S,40,4,9,97.07,97,72.51%
73514,Madurai-Hyderabad Deccan Superfast Express,MDU,Madurai,HYB,Hyderabad Deccan,2S,57,6,3,60.12,304,25.57%
53546,Dimapur-Lumding Jn Mail Express,DMV,Dimapur,LMG,Lumding Jn,2A,56,5,6,92.76,323,26.13%
16154,Dehradun-Pune Superfast Express,DDN,Dehradun,PUNE,Pune,CC,93,0,6,92.87,209,30.61%
85578,Cuttack-Pune Superfast Express,CTC,Cuttack,PUNE,Pune,CC,18,1,3,62.22,272,51.75%
23489,Jabalpur-Dehradun Superfast Express,JBP,Jabalpur,DDN,Dehradun,2S,71,2,5,80.21,72,62.81%
30196,Ahmedabad-Kochuveli Mail Express,ADI,Ahmedabad,KCVL,Kochuveli,2S,22,0,2,91.28,435,15.63%
31693,Pune-Haridwar Express,PUNE,Pune,HW,Haridwar,SL,112,4,12,81.77,17,58.58%
67493,Alipurduar Jn-Dimapur Mail Express,APDJ,Alipurduar Jn,DMV,Dimapur,3A,40,4,3,70.59,398,17.1%
51983,Shalimar-Guwahati Superfast Express,SHM,Shalimar,GHY,Guwahati,2A,118,6,11,80.26,321,5.29%
80937,Patna Jn-Chennai Central Superfast Express,PNBE,Patna Jn,MAS,Chennai Central,SL,113,0,3,87.03,389,5%
94659,Kharagpur Jn-Ahmedabad Express,KGP,Kharagpur Jn,ADI,Ahmedabad,CC,23,6,8,79.2,32,89.21%
87679,Visakhapatnam-Jorhat Town Intercity Express,VSKP,Visakhapatnam,JRH,Jorhat Town,1A,63,4,9,63.76,334,27.48%
72687,Sealdah-Guwahati Superfast Express,SDAH,Sealdah,GHY,Guwahati,SL,63,3,7,97.15,113,63.33%
49165,Raxaul-New Jalpaiguri Intercity Express,RXL,Raxaul,NJP,New Jalpaiguri,SL,55,1,3,66.68,254,39.71%
98472,Kolkata-Secunderabad Intercity Express,KOAA,Kolkata,SC,Secunderabad,2A,2,0,10,82.41,270,51.34%
64093,Ernakulam Jn-Guwahati Superfast Express,ERS,Ernakulam Jn,GHY,Guwahati,2A,49,6,5,60.66,214,51.42%
54310,Amritsar-Hyderabad Deccan Superfast Express,ASR,Amritsar,HYB,Hyderabad Deccan,3A,85,0,7,76.08,242,35.47%
21136,Kanpur Central-Dibrugarh Town Intercity Express,CNB,Kanpur Central,DBRT,Dibrugarh Town,SL,98,2,1,82.15,319,13.47%
79768,Amritsar-Kharagpur Jn Mail Express,ASR,Amritsar,KGP,Kharagpur Jn,2A,63,3,3,88.01,375,15.3%
52432,Bhubaneswar-New Jalpaiguri Superfast Express,BBS,Bhubaneswar,NJP,New Jalpaiguri,2S,5,4,7,90.98,185,69.72%
69393,New Jalpaiguri-Secunderabad Express,NJP,New Jalpaiguri,SC,Secunderabad,CC,36,2,8,64.13,388,26.52%
87635,Kochuveli-Puri Mail Express,KCVL,Kochuveli,PURI,Puri,SL,105,4,4,80.02,210,30.05%
68079,Delhi Jn-Alipurduar Jn Express,DLI,Delhi Jn,APDJ,Alipurduar Jn,1A,57,0,1,84.69,328,28.54%
96455,Amritsar-Hazrat Nizamuddin Intercity Express,ASR,Amritsar,NZM,Hazrat Nizamuddin,2S,45,5,2,98.95,482,7.69%
18009,Shalimar-Visakhapatnam Express,SHM,Shalimar,VSKP,Visakhapatnam,CC,92,4,12,71.43,192,33.35%
13163,Dimapur-Jorhat Town Express,DMV,Dimapur,JRH,Jorhat Town,1A,83,3,3,88.68,351,11.22%
27123,Vasco-da-Gama-Cuttack Express,VSG,Vasco-da-Gama,CTC,Cuttack,2A,2,6,7,96.78,308,49.34%
56752,Visakhapatnam-Agartala Intercity Express,VSKP,Visakhapatnam,AGTL,Agartala,2S,62,4,12,80.55,349,25.55%
19150,Cuttack-Firozpur Cantt Superfast Express,CTC,Cuttack,FZR,Firozpur Cantt,2S,83,2,3,72.16,423,6.39%
73827,Hazrat Nizamuddin-Mariani Jn Express,NZM,Hazrat Nizamuddin,MXN,Mariani Jn,CC,12,1,11,82.05,234,59.14%
23398,Vijayawada-Dehradun Intercity Express,BZA,Vijayawada,DDN,Dehradun,1A,32,2,7,99.92,459,16.67%
37853,Bhopal-Secunderabad Intercity Express,BPL,Bhopal,SC,Secunderabad,2S,0,2,9,68.23,387,32.6%
97602,Madurai-Visakhapatnam Mail Express,MDU,Madurai,VSKP,Visakhapatnam,2A,15,0,2,99.35,489,13.1%
45382,Rangiya Jn-Ahmedabad Express,RNY,Rangiya Jn,ADI,Ahmedabad,2S,33,2,3,86.37,163,57.11%
95619,Ahmedabad-Mysuru Intercity Express,ADI,Ahmedabad,MYS,Mysuru,SL,23,0,1,77.62,11,89.73%
99245,Silchar-Mumbai Central Intercity Express,SCL,Silchar,BCT,Mumbai Central,2A,2,1,3,83.2,60,90.78%
75748,Jabalpur-New Bongaigaon Superfast Express,JBP,Jabalpur,NBQ,New Bongaigaon,CC,82,5,10,60.1,145,46.57%
88966,Shoranur Jn-New Bongaigaon Superfast Express,SRR,Shoranur Jn,NBQ,New Bongaigaon,SL,105,1,4,68.96,26,59.18%
67616,Mumbai Central-Jabalpur Intercity Express,MMCT,Mumbai Central,JBP,Jabalpur,CC,23,5,9,75.02,128,66.89%
72793,Kharagpur Jn-Kanyakumari Intercity Express,KGP,Kharagpur Jn,CAPE,Kanyakumari,SL,20,1,8,72.27,263,44.55%
53642,Jabalpur-Chennai Egmore Superfast Express,JBP,Jabalpur,MS,Chennai Egmore,CC,97,5,10,61.92,26,60.49%
84683,Visakhapatnam-Ahmedabad Mail Express,VSKP,Visakhapatnam,ADI,Ahmedabad,SL,5,6,10,69.76,110,78.57%
71591,Bhopal-Dibrugarh Town Express,BPL,Bhopal,DBRT,Dibrugarh Town,2A,72,3,9,94.38,219,35.07%
96849,Vijayawada-Mumbai Central Superfast Express,BZA,Vijayawada,MMCT,Mumbai Central,1A,8,4,10,91.2,392,36.58%
34325,Bhubaneswar-Ranchi Intercity Express,BBS,Bhubaneswar,RNC,Ranchi,3A,71,5,5,73.71,237,35.43%
20518,Haridwar-Hazrat Nizamuddin Mail Express,HW,Haridwar,NZM,Hazrat Nizamuddin,CC,57,6,7,94.11,219,48.24%
85452,Rourkela-Delhi Jn Intercity Express,ROU,Rourkela,DLI,Delhi Jn,CC,76,1,6,65.12,497,5%
26492,Dimapur-Kochuveli Express,DMV,Dimapur,KCVL,Kochuveli,SL,92,5,12,75.67,471,5%
48150,Bandra Terminus-Coimbatore Intercity Express,BDTS,Bandra Terminus,CBE,Coimbatore,2S,74,4,3,74.94,310,20.25%
52182,Rourkela-Delhi Sarai Rohilla Superfast Express,ROU,Rourkela,DEE,Delhi Sarai Rohilla,3A,29,6,9,98.74,159,67.86%
21136,Kanpur Central-Dibrugarh Town Intercity Express,CNB,Kanpur Central,DBRT,Dibrugarh Town,2A,18,2,2,68.99,225,52.49%
69773,Gaya Jn-Haridwar Mail Express,GAYA,Gaya Jn,HW,Haridwar,2A,77,5,3,80.17,6,74.86%
60122,Patna Jn-Secunderabad Mail Express,PNBE,Patna Jn,SC,Secunderabad,3A,65,5,5,67.75,352,24.2%
67261,Kharagpur Jn-Thiruvananthapuram Central Express,KGP,Kharagpur Jn,TVC,Thiruvananthapuram Central,1A,93,2,4,85.87,46,58.97%
16889,Dimapur-Ranchi Superfast Express,DMV,Dimapur,RNC,Ranchi,SL,85,3,11,76.21,18,65.8%
74884,Kolkata-Cuttack Mail Express,KOAA,Kolkata,CTC,Cuttack,1A,84,2,10,78.99,47,66.14%
60475,Alipurduar Jn-Tirupati Intercity Express,APDJ,Alipurduar Jn,TPTY,Tirupati,CC,65,2,1,94.64,432,6.34%
67454,Ajmer Jn-Kochuveli Express,AII,Ajmer Jn,KCVL,Kochuveli,SL,92,2,3,69.2,341,10.28%
25916,Delhi Sarai Rohilla-Rangiya Jn Express,DEE,Delhi Sarai Rohilla,RNY,Rangiya Jn,1A,78,1,4,95.04,199,41.99%
22368,Silchar-Jorhat Town Superfast Express,SCL,Silchar,JRH,Jorhat Town,1A,23,0,10,65.72,132,69.78%
32742,Bhubaneswar-Dibrugarh Town Superfast Express,BBS,Bhubaneswar,DBRT,Dibrugarh Town,2A,62,2,4,68.67,113,62.01%
73828,Haridwar-Mysuru Intercity Express,HW,Haridwar,MYS,Mysuru,CC,111,6,1,93.27,67,56.62%
74674,New Bongaigaon-Bhubaneswar Intercity Express,NBQ,New Bongaigaon,BBS,Bhubaneswar,SL,35,1,1,86.77,252,44.94%
67805,Hazrat Nizamuddin-New Delhi Mail Express,NZM,Hazrat Nizamuddin,NDLS,New Delhi,SL,34,5,4,68.78,491,9.0%
87911,Chennai Central-Visakhapatnam Mail Express,MAS,Chennai Central,VSKP,Visakhapatnam,1A,7,6,9,92.56,336,40.82%
89355,Patna Jn-New Bongaigaon Intercity Express,PNBE,Patna Jn,NBQ,New Bongaigaon,CC,106,4,10,92.06,48,54.95%
86605,Secunderabad-Kokrajhar Superfast Express,SC,Secunderabad,KOJ,Kokrajhar,2A,120,2,8,61.92,63,48.53%
12552,Garib Rath Express,SC,Secunderabad,TPTY,Tirupati,2S,118,0,3,68.34,325,6.95%
68953,Coimbatore-Thiruvananthapuram Central Express,CBE,Coimbatore,TVC,Thiruvananthapuram Central,CC,41,3,8,74.33,244,46.58%
53938,Guwahati-Darbhanga Mail Express,GHY,Guwahati,DBG,Darbhanga,2S,100,2,4,88.81,292,19.84%
53821,Lucknow Jn-Chennai Central Mail Express,LJN,Lucknow Jn,MAS,Chennai Central,2A,57,5,6,95.75,101,68.47%
76895,Ranchi-Tirupati Express,RNC,Ranchi,TPTY,Tirupati,3A,9,2,10,96.84,470,17.47%
72965,Alipurduar Jn-Hyderabad Deccan Superfast Express,APDJ,Alipurduar Jn,HYB,Hyderabad Deccan,3A,27,5,9,71.97,21,82.79%
63214,Vijayawada-Kanyakumari Mail Express,BZA,Vijayawada,CAPE,Kanyakumari,SL,19,2,7,62.84,83,80.32%
99765,Kharagpur Jn-Darbhanga Express,KGP,Kharagpur Jn,DBG,Darbhanga,1A,0,4,6,73.44,390,35.6%
15865,Jabalpur-Hyderabad Deccan Superfast Express,JBP,Jabalpur,HYB,Hyderabad Deccan,2A,79,6,12,63.09,155,43.18%
29076,Firozpur Cantt-Lucknow Mail Express,FZR,Firozpur Cantt,LKO,Lucknow,3A,17,3,3,79.83,121,69.51%
46666,Dibrugarh-Tirupati Mail Express,DBRG,Dibrugarh,TPTY,Tirupati,SL,11,0,5,92.13,440,23.0%
44997,Ahmedabad-Mumbai Central Mail Express,ADI,Ahmedabad,BCT,Mumbai Central,2A,47,5,10,92.41,143,59.8%
65303,Thiruvananthapuram Central-Chennai Egmore Superfast Express,TVC,Thiruvananthapuram Central,MS,Chennai Egmore,2A,100,0,9,68.53,330,14.69%
90541,Kokrajhar-Ajmer Jn Intercity Express,KOJ,Kokrajhar,AII,Ajmer Jn,1A,14,1,2,74.77,157,68.64%
14920,Delhi Sarai Rohilla-Chennai Central Superfast Express,DEE,Delhi Sarai Rohilla,MAS,Chennai Central,2A,98,0,6,74.0,412,5%
83768,Hazrat Nizamuddin-New Bongaigaon Mail Express,NZM,Hazrat Nizamuddin,NBQ,New Bongaigaon,SL,39,5,7,61.78,73,73.93%
75198,Hazrat Nizamuddin-Patna Jn Express,NZM,Hazrat Nizamuddin,PNBE,Patna Jn,2S,61,2,4,81.66,396,9.97%
24383,Bikaner-Ranchi Intercity Express,BKN,Bikaner,RNC,Ranchi,SL,39,3,7,82.23,236,45.69%
99714,Hazrat Nizamuddin-Mysuru Express,NZM,Hazrat Nizamuddin,MYS,Mysuru,3A,47,1,4,81.26,466,10.49%
52160,Mysuru-New Jalpaiguri Superfast Express,MYS,Mysuru,NJP,New Jalpaiguri,3A,13,5,4,70.32,48,91.53%
35189,Puri-Gaya Jn Intercity Express,PURI,Puri,GAYA,Gaya Jn,2S,113,1,10,99.49,109,41.28%
66969,Rourkela-Kolkata Mail Express,ROU,Rourkela,KOAA,Kolkata,SL,55,0,9,83.74,139,59.93%
73317,Mariani Jn-Kokrajhar Mail Express,MXN,Mariani Jn,KOJ,Kokrajhar,2S,52,1,11,61.65,403,15.9%
34791,Shalimar-Bikaner Superfast Express,SHM,Shalimar,BKN,Bikaner,SL,18,2,5,65.22,408,26.13%
11448,Jabalpur-Mariani Jn Intercity Express,JBP,Jabalpur,MXN,Mariani Jn,3A,33,6,5,96.55,212,51.48%
92009,Bikaner-New Jalpaiguri Mail Express,BKN,Bikaner,NJP,New Jalpaiguri,CC,21,5,1,90.78,269,45.38%
91982,Lucknow-Coimbatore Mail Express,LKO,Lucknow,CBE,Coimbatore,SL,66,1,5,92.68,16,73.47%
64488,Lucknow-Mariani Jn Express,LKO,Lucknow,MXN,Mariani Jn,2S,54,5,7,93.22,349,21.13%
34202,Kokrajhar-Puri Intercity Express,KOJ,Kokrajhar,PURI,Puri,2A,119,6,2,91.84,305,7.21%
50838,Lucknow-Chennai Egmore Intercity Express,LKO,Lucknow,MS,Chennai Egmore,SL,1,6,9,61.05,290,49.07%
34404,Jabalpur-Patna Jn Superfast Express,JBP,Jabalpur,PNBE,Patna Jn,3A,81,3,5,64.23,372,8.22%
79168,New Tinsukia-Chennai Central Mail Express,NTSK,New Tinsukia,MAS,Chennai Central,1A,31,4,8,95.93,134,69.83%
60751,Howrah-Jammu Tawi Express,HWH,Howrah,JAT,Jammu Tawi,CC,80,4,6,92.51,103,52.95%
24945,Bandra Terminus-Shoranur Jn Mail Express,BDTS,Bandra Terminus,SRR,Shoranur Jn,3A,34,3,8,64.18,132,64.08%
60968,Amritsar-Tirupati Express,ASR,Amritsar,TPTY,Tirupati,2S,112,3,3,94.73,466,5%
49862,Kolkata-Lumding Jn Superfast Express,KOAA,Kolkata,LMG,Lumding Jn,1A,18,3,7,66.63,316,38.47%
96341,Kokrajhar-Dimapur Superfast Express,KOJ,Kokrajhar,DMV,Dimapur,CC,42,6,2,66.52,220,47.62%
68744,Jammu Tawi-Kanyakumari Express,JAT,Jammu Tawi,CAPE,Kanyakumari,3A,116,0,4,91.85,190,34.3%
54543,Sealdah-Bangalore City Mail Express,SDAH,Sealdah,SBC,Bangalore City,SL,56,1,4,67.02,276,36.08%
89463,Rourkela-Shalimar Superfast Express,ROU,Rourkela,SHM,Shalimar,3A,87,6,5,93.16,296,25.9%
35304,Amritsar-Firozpur Cantt Mail Express,ASR,Amritsar,FZR,Firozpur Cantt,2S,7,6,8,98.48,394,34.13%
98112,Kochuveli-Patna Jn Mail Express,KCVL,Kochuveli,PNBE,Patna Jn,3A,113,3,8,76.44,413,5%
51572,New Jalpaiguri-Mariani Jn Mail Express,NJP,New Jalpaiguri,MXN,Mariani Jn,2S,69,3,3,91.77,150,54.12%
81939,New Tinsukia-Guwahati Express,NTSK,New Tinsukia,GHY,Guwahati,2S,99,6,7,80.59,29,62.85%
42698,Mumbai Central-Dimapur Superfast Express,BCT,Mumbai Central,DMV,Dimapur,2S,77,6,5,79.18,116,51.54%
70632,Agartala-Gaya Jn Superfast Express,AGTL,Agartala,GAYA,Gaya Jn,1A,67,6,9,67.53,436,5%
89616,Firozpur Cantt-Lucknow Express,FZR,Firozpur Cantt,LKO,Lucknow,2A,36,3,7,77.85,488,5%
38241,Dibrugarh-Mariani Jn Express,DBRG,Dibrugarh,MXN,Mariani Jn,SL,1,6,2,85.49,237,64.74%
96495,Vijayawada-Chennai Central Intercity Express,BZA,Vijayawada,MAS,Chennai Central,SL,77,2,11,79.25,485,5%
95601,Jabalpur-Vasco-da-Gama Express,JBP,Jabalpur,VSG,Vasco-da-Gama,SL,1,6,11,85.59,110,80.72%
47587,Vijayawada-Kanyakumari Express,BZA,Vijayawada,CAPE,Kanyakumari,CC,59,2,8,96.29,250,36.15%
88534,Shoranur Jn-Vijayawada Express,SRR,Shoranur Jn,BZA,Vijayawada,1A,31,4,8,95.56,263,46.95%
80438,Jammu Tawi-Rangiya Jn Express,JAT,Jammu Tawi,RNY,Rangiya Jn,SL,33,2,11,83.59,97,72.28%
13463,Hyderabad Deccan-Rourkela Express,HYB,Hyderabad Deccan,ROU,Rourkela,3A,81,6,11,97.77,183,38.6%
32679,Bhubaneswar-Tirupati Express,BBS,Bhubaneswar,TPTY,Tirupati,SL,52,6,4,96.82,423,7.82%
15392,Lucknow Jn-Kanyakumari Intercity Express,LJN,Lucknow Jn,CAPE,Kanyakumari,1A,26,3,3,66.25,181,64.28%
38468,Bandra Terminus-Kolkata Mail Express,BDTS,Bandra Terminus,KOAA,Kolkata,3A,84,4,4,64.94,83,55.01%
91583,Lumding Jn-Bhubaneswar Mail Express,LMG,Lumding Jn,BBS,Bhubaneswar,2S,12,3,11,70.77,288,51.12%
94451,Rangiya Jn-Haridwar Mail Express,RNY,Rangiya Jn,HW,Haridwar,2A,21,5,10,83.11,85,74.03%
87680,Gaya Jn-New Tinsukia Intercity Express,GAYA,Gaya Jn,NTSK,New Tinsukia,3A,65,0,1,60.77,373,15.63%
95607,Howrah-Jorhat Town Intercity Express,HWH,Howrah,JRH,Jorhat Town,2A,94,2,5,92.94,29,68.62%
63266,Shoranur Jn-Bhopal Intercity Express,SRR,Shoranur Jn,BPL,Bhopal,CC,102,0,12,75.55,47,60.96%
53595,Shalimar-Darbhanga Intercity Express,SHM,Shalimar,DBG,Darbhanga,2S,51,5,3,99.04,55,72.78%
42587,New Delhi-Vijayawada Superfast Express,NDLS,New Delhi,BZA,Vijayawada,CC,112,3,7,73.73,476,5%
38649,New Jalpaiguri-Kharagpur Jn Express,NJP,New Jalpaiguri,KGP,Kharagpur Jn,1A,69,1,10,85.62,309,25.55%
72529,New Bongaigaon-Delhi Jn Intercity Express,NBQ,New Bongaigaon,DLI,Delhi Jn,SL,62,6,7,77.48,464,5%
25300,Mumbai Central-Mariani Jn Express,BCT,Mumbai Central,MXN,Mariani Jn,3A,82,3,9,76.29,44,61.2%
59411,Lucknow Jn-Tirupati Mail Express,LJN,Lucknow Jn,TPTY,Tirupati,2A,91,1,12,91.26,480,5%
25738,Lucknow-Madurai Express,LKO,Lucknow,MDU,Madurai,CC,95,0,7,79.76,14,65.56%
10521,Chhatrapati Shivaji Maharaj Terminus-Mumbai Central Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,MMCT,Mumbai Central,3A,75,5,1,70.55,279,30.03%
63773,Jammu Tawi-Delhi Sarai Rohilla Mail Express,JAT,Jammu Tawi,DEE,Delhi Sarai Rohilla,3A,61,3,8,93.65,113,57.58%
39607,New Bongaigaon-Mysuru Intercity Express,NBQ,New Bongaigaon,MYS,Mysuru,2A,78,6,4,82.88,201,42.76%
93230,Silchar-Chhatrapati Shivaji Maharaj Terminus Intercity Express,SCL,Silchar,CSMT,Chhatrapati Shivaji Maharaj Terminus,1A,60,5,11,91.54,312,26.38%
56898,Coimbatore-Shoranur Jn Express,CBE,Coimbatore,SRR,Shoranur Jn,2A,100,2,10,89.25,310,10.24%
40595,Ernakulam Jn-Shalimar Express,ERS,Ernakulam Jn,SHM,Shalimar,1A,89,3,11,76.09,223,30.94%
90985,Agartala-Dehradun Mail Express,AGTL,Agartala,DDN,Dehradun,3A,83,1,6,63.47,285,24.2%
94372,Gaya Jn-Mysuru Superfast Express,GAYA,Gaya Jn,MYS,Mysuru,3A,96,1,3,64.14,207,37.47%
53769,Kanpur Central-Jabalpur Superfast Express,CNB,Kanpur Central,JBP,Jabalpur,2S,110,6,8,78.73,191,34.11%
85005,Dibrugarh Town-New Tinsukia Superfast Express,DBRT,Dibrugarh Town,NTSK,New Tinsukia,SL,53,3,12,97.5,229,48.15%
19269,Ernakulam Jn-Secunderabad Express,ERS,Ernakulam Jn,SC,Secunderabad,2S,115,6,1,72.26,280,11.45%
59857,Raxaul-Haridwar Express,RXL,Raxaul,HW,Haridwar,1A,64,0,6,92.37,348,18.61%
92863,Darbhanga-Alipurduar Jn Express,DBG,Darbhanga,APDJ,Alipurduar Jn,CC,105,6,4,76.64,350,5.53%
29321,Mysuru-Coimbatore Superfast Express,MYS,Mysuru,CBE,Coimbatore,2A,32,6,3,69.02,70,79.83%
42070,Jorhat Town-New Delhi Superfast Express,JRH,Jorhat Town,NDLS,New Delhi,2S,62,5,8,84.84,294,26.58%
77931,Ajmer Jn-Mumbai Central Mail Express,AII,Ajmer Jn,MMCT,Mumbai Central,SL,41,5,7,71.78,7,84.36%
39000,New Tinsukia-Bikaner Intercity Express,NTSK,New Tinsukia,BKN,Bikaner,SL,51,6,3,88.91,244,40.22%
12289,Ernakulam Jn-Bangalore City Express,ERS,Ernakulam Jn,SBC,Bangalore City,CC,75,1,1,81.88,462,5%
89262,Ahmedabad-Cuttack Mail Express,ADI,Ahmedabad,CTC,Cuttack,3A,45,2,4,84.24,145,65.64%
35330,Bandra Terminus-Alipurduar Jn Superfast Express,BDTS,Bandra Terminus,APDJ,Alipurduar Jn,2A,76,0,9,92.43,268,31.34%
29615,Lucknow-Shoranur Jn Intercity Express,LKO,Lucknow,SRR,Shoranur Jn,CC,6,3,5,64.57,342,42.73%
30016,Hyderabad Deccan-Darbhanga Express,HYB,Hyderabad Deccan,DBG,Darbhanga,2S,111,4,2,85.13,452,5%
29212,Thiruvananthapuram Central-Ahmedabad Superfast Express,TVC,Thiruvananthapuram Central,ADI,Ahmedabad,1A,53,6,10,73.38,31,78.92%
16442,Hazrat Nizamuddin-Tirupati Express,NZM,Hazrat Nizamuddin,TPTY,Tirupati,2A,65,6,1,90.1,475,5%
47904,Guwahati-Raxaul Intercity Express,GHY,Guwahati,RXL,Raxaul,SL,106,2,1,70.12,414,5%
