train_no,train_name,source,source_name,destination,destination_name,class,quota,days_before_journey,day_of_week,month,is_festival,past_avg_waitlist,past_punctuality,confirmation_chance,cancellation_rate,punctuality_rate
15666,BG Express,MAS,Chennai Central,VSKP,Visakhapatnam,SL,LD,3,5,9,0,71,75.99,84.5,14.07,77.88
12505,North East Express,BSB,Varanasi,PNBE,Patna,2AC,GN,6,0,9,1,195,74.91,53.12,42.97,78.28
15910,Avadh Assam Express,KOAA,Kolkata,SBC,Bangalore,1AC,LD,3,6,9,1,177,72.36,58.7,42.03,73.17
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,SDAH,Sealdah,SL,GN,7,1,1,0,32,60.35,100.0,4.17,57.83
12423,Rajdhani Express,KOAA,Kolkata,JP,Jaipur,3AC,GN,1,4,7,0,156,72.58,62.82,39.15,70.34
15666,BG Express,BSB,Varanasi,BBS,Bhubaneswar,2AC,GN,1,4,12,0,183,62.27,44.05,57.95,59.86
12345,Saraighat Express,AGTL,Agartala,NDLS,New Delhi,1AC,LD,1,5,12,0,156,87.0,62.57,32.49,83.77
12378,Padatik Express,SBC,Bangalore,SCL,Silchar,1AC,GN,2,1,7,0,71,86.32,83.73,15.31,86.97
12378,Padatik Express,SDAH,Sealdah,RNC,Ranchi,2AC,GN,7,0,1,0,132,82.83,71.41,26.25,87.62
12501,Poorvottar Sampark Kranti,GHY,Guwahati,ADI,Ahmedabad,1AC,LD,6,5,7,0,91,61.31,85.18,14.54,58.31
12001,Shatabdi Express,HWH,Howrah,BBS,Bhubaneswar,SL,GN,0,4,12,0,128,98.14,55.15,42.22,96.15
12505,North East Express,HWH,Howrah,ADI,Ahmedabad,3AC,TQ,3,0,2,1,58,67.68,98.32,0.0,68.33
15910,Avadh Assam Express,MAS,Chennai Central,SDAH,Sealdah,1AC,LD,7,3,1,1,154,68.38,65.87,34.89,63.88
15910,Avadh Assam Express,GHY,Guwahati,KOAA,Kolkata,3AC,TQ,3,6,3,1,85,66.15,78.7,21.91,67.78
15910,Avadh Assam Express,BSB,Varanasi,SBC,Bangalore,2AC,TQ,4,2,5,1,34,68.57,100.0,1.95,69.46
12345,Saraighat Express,JP,Jaipur,DBRG,Dibrugarh,2AC,TQ,3,5,7,1,31,94.42,95.38,5.12,93.6
15910,Avadh Assam Express,MAS,Chennai Central,JP,Jaipur,3AC,TQ,5,2,9,1,119,84.46,82.35,15.47,83.01
12001,Shatabdi Express,BSB,Varanasi,JP,Jaipur,SL,LD,0,0,6,0,94,65.96,68.26,33.84,68.39
12378,Padatik Express,BBS,Bhubaneswar,KOAA,Kolkata,2AC,LD,3,3,3,0,26,83.91,93.85,9.09,80.43
12378,Padatik Express,NDLS,New Delhi,GHY,Guwahati,2AC,GN,2,4,11,1,156,73.21,53.64,43.18,74.01
12505,North East Express,MAS,Chennai Central,BSB,Varanasi,2AC,GN,7,0,4,0,130,71.63,76.52,22.66,67.01
12378,Padatik Express,PNBE,Patna,MAS,Chennai Central,SL,LD,7,3,5,0,86,98.03,100.0,0.0,99.01
12505,North East Express,MAS,Chennai Central,RNC,Ranchi,2AC,LD,6,1,10,1,50,62.06,95.86,0.0,63.77
15666,BG Express,DBRG,Dibrugarh,SDAH,Sealdah,1AC,GN,7,5,6,0,60,60.04,100.0,2.89,64.57
12378,Padatik Express,AGTL,Agartala,BBS,Bhubaneswar,SL,TQ,1,0,2,1,53,89.01,84.13,17.52,85.64
12001,Shatabdi Express,MAS,Chennai Central,DBRG,Dibrugarh,1AC,TQ,6,6,1,1,100,79.46,84.96,10.83,78.44
12345,Saraighat Express,RNC,Ranchi,ADI,Ahmedabad,SL,LD,5,1,3,1,55,68.64,97.02,0.0,66.36
12001,Shatabdi Express,BBS,Bhubaneswar,CSMT,Mumbai CST,SL,LD,3,3,1,1,46,81.02,100.0,0.57,82.0
12378,Padatik Express,DBRG,Dibrugarh,RNC,Ranchi,SL,LD,7,5,10,0,200,72.07,67.27,33.27,72.42
15960,Kanchanjunga Express,CSMT,Mumbai CST,KOAA,Kolkata,3AC,TQ,2,0,12,0,172,86.77,58.61,44.63,90.3
15666,BG Express,JP,Jaipur,ADI,Ahmedabad,2AC,TQ,7,0,5,1,125,68.46,87.61,13.89,66.72
15960,Kanchanjunga Express,GHY,Guwahati,RNC,Ranchi,2AC,TQ,2,0,11,1,118,97.33,63.98,35.74,100.95
15960,Kanchanjunga Express,HWH,Howrah,RNC,Ranchi,1AC,GN,3,6,7,0,77,91.26,89.6,13.17,92.31
12345,Saraighat Express,VSKP,Visakhapatnam,SDAH,Sealdah,SL,GN,5,5,4,0,54,96.32,90.98,11.44,93.84
15960,Kanchanjunga Express,GHY,Guwahati,KOAA,Kolkata,SL,LD,4,2,5,1,137,85.69,74.31,23.77,89.22
12505,North East Express,GHY,Guwahati,VSKP,Visakhapatnam,SL,GN,6,2,12,0,161,75.42,78.15,22.19,74.2
12505,North East Express,DBRG,Dibrugarh,NDLS,New Delhi,SL,LD,1,1,8,0,173,87.66,53.67,47.68,83.66
15960,Kanchanjunga Express,DBRG,Dibrugarh,GHY,Guwahati,SL,GN,0,5,5,1,88,93.06,68.37,29.8,95.73
15666,BG Express,BSB,Varanasi,GHY,Guwahati,SL,LD,6,0,6,0,70,97.41,100.0,4.15,98.35
12001,Shatabdi Express,RNC,Ranchi,VSKP,Visakhapatnam,SL,TQ,7,6,3,1,38,80.28,100.0,0.0,75.73
15910,Avadh Assam Express,NDLS,New Delhi,BBS,Bhubaneswar,1AC,LD,4,6,11,0,14,74.98,100.0,2.89,77.05
12501,Poorvottar Sampark Kranti,BSB,Varanasi,VSKP,Visakhapatnam,3AC,LD,5,4,11,0,87,97.49,87.23,16.18,93.28
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,MAS,Chennai Central,SL,GN,7,0,1,0,76,83.97,100.0,1.3,87.9
15910,Avadh Assam Express,MAS,Chennai Central,BSB,Varanasi,SL,LD,0,3,9,0,86,73.27,82.87,16.7,74.66
12378,Padatik Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,1AC,GN,5,1,12,1,179,72.75,66.88,33.67,75.26
12501,Poorvottar Sampark Kranti,BSB,Varanasi,ADI,Ahmedabad,1AC,TQ,7,6,8,0,116,74.4,85.91,12.42,78.27
15910,Avadh Assam Express,SDAH,Sealdah,SCL,Silchar,SL,TQ,3,3,1,1,180,87.05,63.01,40.72,89.05
15666,BG Express,DBRG,Dibrugarh,RNC,Ranchi,3AC,LD,3,2,3,1,154,63.78,61.04,36.97,64.12
15960,Kanchanjunga Express,PNBE,Patna,JP,Jaipur,3AC,LD,1,0,3,1,192,90.59,37.6,61.7,93.77
15666,BG Express,RNC,Ranchi,SDAH,Sealdah,3AC,TQ,3,6,9,0,3,76.94,100.0,0.86,78.86
15960,Kanchanjunga Express,ADI,Ahmedabad,SBC,Bangalore,SL,LD,6,3,8,1,115,64.11,76.57,25.65,60.06
15910,Avadh Assam Express,AGTL,Agartala,RNC,Ranchi,SL,GN,5,4,12,1,40,60.37,99.66,0.17,56.28
12378,Padatik Express,VSKP,Visakhapatnam,SBC,Bangalore,2AC,TQ,0,4,3,0,41,98.31,92.49,11.49,99.09
12001,Shatabdi Express,JP,Jaipur,HWH,Howrah,SL,LD,7,5,10,0,147,80.79,85.67,14.65,81.74
12505,North East Express,MAS,Chennai Central,HWH,Howrah,2AC,LD,1,1,1,1,41,63.25,87.99,9.35,62.0
12501,Poorvottar Sampark Kranti,JP,Jaipur,ADI,Ahmedabad,1AC,TQ,4,4,7,0,132,65.66,66.33,35.54,64.13
12505,North East Express,GHY,Guwahati,JP,Jaipur,2AC,GN,6,2,1,0,12,87.62,100.0,0.07,86.69
12505,North East Express,SBC,Bangalore,VSKP,Visakhapatnam,2AC,TQ,1,2,6,1,64,77.71,77.19,22.89,79.88
15960,Kanchanjunga Express,BBS,Bhubaneswar,SCL,Silchar,3AC,LD,5,2,6,1,15,74.72,100.0,0.0,71.35
12505,North East Express,AGTL,Agartala,BSB,Varanasi,SL,GN,7,6,11,0,176,75.12,64.2,37.62,76.49
15666,BG Express,BSB,Varanasi,SBC,Bangalore,SL,TQ,4,0,5,0,133,91.14,62.89,34.67,89.42
15910,Avadh Assam Express,HWH,Howrah,CSMT,Mumbai CST,3AC,GN,5,3,7,0,86,94.41,87.08,15.52,92.04
12423,Rajdhani Express,HWH,Howrah,SBC,Bangalore,1AC,TQ,7,3,6,0,84,73.26,89.89,11.48,77.79
12001,Shatabdi Express,DBRG,Dibrugarh,SCL,Silchar,2AC,GN,4,5,11,0,165,65.5,72.18,30.19,61.76
12378,Padatik Express,SBC,Bangalore,AGTL,Agartala,SL,GN,0,2,4,0,186,83.2,44.87,51.41,81.26
12423,Rajdhani Express,JP,Jaipur,AGTL,Agartala,3AC,TQ,6,2,6,0,78,83.01,86.24,15.03,80.72
12378,Padatik Express,BBS,Bhubaneswar,JP,Jaipur,SL,GN,2,3,12,1,188,81.57,58.86,39.73,85.16
12505,North East Express,SBC,Bangalore,ADI,Ahmedabad,SL,GN,6,6,12,1,5,77.44,100.0,0.36,78.83
12505,North East Express,HWH,Howrah,SBC,Bangalore,1AC,LD,1,5,5,1,171,94.89,56.85,42.97,97.48
12423,Rajdhani Express,VSKP,Visakhapatnam,SDAH,Sealdah,3AC,TQ,1,1,4,0,149,86.55,68.23,31.79,89.58
15666,BG Express,GHY,Guwahati,PNBE,Patna,SL,LD,0,3,3,0,172,74.71,45.53,50.42,69.86
15910,Avadh Assam Express,CSMT,Mumbai CST,BBS,Bhubaneswar,3AC,LD,3,5,10,0,35,95.6,95.8,4.03,93.33
15666,BG Express,SCL,Silchar,ADI,Ahmedabad,SL,TQ,2,3,12,0,17,86.81,100.0,0.0,91.81
15910,Avadh Assam Express,RNC,Ranchi,MAS,Chennai Central,3AC,LD,2,1,8,0,191,60.62,57.99,45.72,58.61
15910,Avadh Assam Express,BSB,Varanasi,HWH,Howrah,1AC,LD,3,0,7,1,62,97.93,85.16,18.31,94.54
12345,Saraighat Express,BBS,Bhubaneswar,SCL,Silchar,1AC,GN,4,1,10,1,174,70.66,61.42,43.44,73.15
12505,North East Express,NDLS,New Delhi,SDAH,Sealdah,2AC,TQ,1,4,6,1,188,71.44,49.64,51.94,69.64
12001,Shatabdi Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,2AC,GN,5,6,12,0,79,94.93,82.26,16.68,92.39
12378,Padatik Express,SBC,Bangalore,KOAA,Kolkata,SL,LD,0,4,10,1,166,90.96,46.44,54.97,94.98
12001,Shatabdi Express,HWH,Howrah,GHY,Guwahati,3AC,GN,0,0,1,1,139,83.47,61.89,37.37,84.45
12505,North East Express,RNC,Ranchi,SDAH,Sealdah,3AC,GN,4,0,9,1,7,86.8,100.0,2.76,87.59
12423,Rajdhani Express,NDLS,New Delhi,GHY,Guwahati,1AC,GN,5,5,5,0,138,97.33,64.99,35.15,98.12
12001,Shatabdi Express,PNBE,Patna,BBS,Bhubaneswar,2AC,GN,0,5,10,0,172,90.72,44.29,57.51,95.22
15644,Kamakhya Express,VSKP,Visakhapatnam,HWH,Howrah,SL,LD,2,4,12,1,164,60.71,56.02,48.23,63.23
12345,Saraighat Express,GHY,Guwahati,VSKP,Visakhapatnam,1AC,GN,3,4,11,0,198,85.31,44.58,55.48,85.78
12345,Saraighat Express,SCL,Silchar,SDAH,Sealdah,2AC,TQ,2,5,4,1,190,88.75,54.03,47.0,88.71
12345,Saraighat Express,BBS,Bhubaneswar,JP,Jaipur,1AC,LD,4,6,11,0,57,82.22,93.87,6.71,81.74
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,GHY,Guwahati,3AC,GN,5,5,6,0,94,64.18,89.97,12.36,63.91
15666,BG Express,CSMT,Mumbai CST,VSKP,Visakhapatnam,1AC,GN,2,2,3,0,134,62.78,64.0,37.87,59.15
12505,North East Express,VSKP,Visakhapatnam,AGTL,Agartala,3AC,GN,5,1,12,1,45,98.67,100.0,1.21,101.41
15666,BG Express,MAS,Chennai Central,AGTL,Agartala,1AC,LD,1,4,3,1,194,63.22,42.92,54.34,63.38
15666,BG Express,CSMT,Mumbai CST,DBRG,Dibrugarh,3AC,GN,5,2,11,0,168,93.66,56.53,38.93,98.3
12345,Saraighat Express,AGTL,Agartala,MAS,Chennai Central,1AC,TQ,2,1,11,0,78,79.64,83.16,12.65,83.98
12505,North East Express,JP,Jaipur,AGTL,Agartala,3AC,GN,5,6,1,0,111,91.61,85.17,10.73,93.0
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,SBC,Bangalore,2AC,GN,7,0,1,0,7,66.73,100.0,1.45,65.56
15644,Kamakhya Express,RNC,Ranchi,NDLS,New Delhi,1AC,GN,1,2,12,1,172,72.44,56.51,47.34,76.58
15644,Kamakhya Express,BBS,Bhubaneswar,SCL,Silchar,SL,GN,2,1,6,0,192,93.06,43.19,58.33,93.57
15960,Kanchanjunga Express,PNBE,Patna,GHY,Guwahati,1AC,LD,5,4,9,0,92,73.18,97.13,0.11,76.16
12423,Rajdhani Express,BSB,Varanasi,RNC,Ranchi,3AC,TQ,3,4,12,1,30,71.0,100.0,0.0,75.19
15666,BG Express,CSMT,Mumbai CST,BSB,Varanasi,1AC,LD,5,0,9,1,82,90.98,91.12,12.13,87.17
15910,Avadh Assam Express,SBC,Bangalore,ADI,Ahmedabad,2AC,GN,0,2,10,0,58,91.22,77.47,21.18,95.59
12001,Shatabdi Express,JP,Jaipur,KOAA,Kolkata,SL,GN,0,5,10,0,160,93.09,48.94,52.24,90.71
12345,Saraighat Express,MAS,Chennai Central,JP,Jaipur,3AC,TQ,0,0,6,0,46,98.56,77.74,20.85,96.38
12505,North East Express,SBC,Bangalore,CSMT,Mumbai CST,SL,TQ,3,5,10,0,113,93.87,84.51,13.19,92.54
12505,North East Express,BBS,Bhubaneswar,SDAH,Sealdah,3AC,TQ,5,5,8,0,184,67.99,50.28,52.43,66.77
12378,Padatik Express,AGTL,Agartala,PNBE,Patna,3AC,GN,2,1,12,1,145,67.0,71.56,32.47,63.04
15910,Avadh Assam Express,KOAA,Kolkata,NDLS,New Delhi,2AC,LD,5,5,12,0,79,66.8,86.17,16.52,66.7
15666,BG Express,BSB,Varanasi,SDAH,Sealdah,1AC,TQ,0,4,7,0,185,63.62,36.32,64.72,61.81
15960,Kanchanjunga Express,HWH,Howrah,SCL,Silchar,2AC,TQ,1,4,5,0,200,64.88,34.53,67.55,66.59
15960,Kanchanjunga Express,ADI,Ahmedabad,RNC,Ranchi,SL,GN,1,3,7,1,104,88.71,81.52,21.25,85.2
12001,Shatabdi Express,MAS,Chennai Central,CSMT,Mumbai CST,SL,GN,3,6,1,0,10,74.03,100.0,4.55,75.9
12345,Saraighat Express,MAS,Chennai Central,RNC,Ranchi,2AC,LD,0,3,1,1,33,67.31,80.37,21.45,63.13
12423,Rajdhani Express,PNBE,Patna,SCL,Silchar,SL,LD,3,2,2,0,103,83.7,82.94,14.29,82.96
12378,Padatik Express,HWH,Howrah,KOAA,Kolkata,SL,LD,3,2,2,1,183,84.61,60.35,42.08,82.99
12378,Padatik Express,PNBE,Patna,NDLS,New Delhi,SL,TQ,6,0,9,1,137,77.35,69.23,33.93,73.55
15910,Avadh Assam Express,RNC,Ranchi,SDAH,Sealdah,2AC,GN,6,6,6,1,130,73.39,75.48,26.74,75.66
12345,Saraighat Express,KOAA,Kolkata,BBS,Bhubaneswar,3AC,LD,7,0,11,0,131,66.84,75.08,23.94,71.2
12345,Saraighat Express,ADI,Ahmedabad,AGTL,Agartala,3AC,TQ,4,0,2,1,47,61.13,99.19,0.0,59.3
15644,Kamakhya Express,MAS,Chennai Central,DBRG,Dibrugarh,3AC,GN,0,1,8,1,117,71.25,61.29,34.51,74.81
12501,Poorvottar Sampark Kranti,SCL,Silchar,DBRG,Dibrugarh,3AC,LD,5,3,2,0,129,85.33,77.28,20.08,88.31
15910,Avadh Assam Express,NDLS,New Delhi,CSMT,Mumbai CST,2AC,TQ,3,5,6,1,130,77.22,68.3,33.93,77.11
12345,Saraighat Express,JP,Jaipur,SDAH,Sealdah,2AC,LD,4,6,8,0,71,97.52,89.47,14.02,101.2
15910,Avadh Assam Express,BBS,Bhubaneswar,HWH,Howrah,2AC,GN,6,4,3,0,21,78.88,100.0,4.2,78.8
12505,North East Express,MAS,Chennai Central,BSB,Varanasi,1AC,TQ,3,3,12,0,170,97.49,64.14,32.06,93.62
12423,Rajdhani Express,SBC,Bangalore,ADI,Ahmedabad,1AC,LD,0,2,9,1,19,97.81,90.41,14.03,100.76
12505,North East Express,KOAA,Kolkata,RNC,Ranchi,3AC,TQ,6,0,11,0,142,72.44,84.51,16.71,73.79
15666,BG Express,DBRG,Dibrugarh,VSKP,Visakhapatnam,1AC,TQ,0,0,2,1,69,85.74,86.79,11.13,90.28
15910,Avadh Assam Express,MAS,Chennai Central,VSKP,Visakhapatnam,2AC,LD,0,2,1,0,140,94.34,57.77,41.33,97.04
12505,North East Express,RNC,Ranchi,ADI,Ahmedabad,3AC,GN,3,5,12,1,23,75.97,100.0,0.0,79.75
12001,Shatabdi Express,AGTL,Agartala,PNBE,Patna,SL,TQ,3,6,7,0,133,80.44,65.11,38.28,84.65
15644,Kamakhya Express,BSB,Varanasi,PNBE,Patna,3AC,LD,3,0,2,1,20,76.41,100.0,1.2,76.17
12001,Shatabdi Express,SBC,Bangalore,PNBE,Patna,2AC,TQ,2,1,1,1,179,91.07,50.42,52.87,94.47
12001,Shatabdi Express,KOAA,Kolkata,SDAH,Sealdah,2AC,TQ,7,2,7,0,95,73.14,100.0,0.0,68.48
12001,Shatabdi Express,CSMT,Mumbai CST,PNBE,Patna,3AC,LD,0,5,8,1,39,88.82,91.66,4.76,89.48
12505,North East Express,MAS,Chennai Central,SDAH,Sealdah,2AC,TQ,0,4,10,0,54,87.47,89.33,14.69,84.08
15910,Avadh Assam Express,SBC,Bangalore,DBRG,Dibrugarh,1AC,GN,0,6,5,0,62,64.05,90.92,6.18,67.64
12505,North East Express,HWH,Howrah,AGTL,Agartala,1AC,GN,7,2,3,1,173,93.92,68.58,32.97,90.44
12001,Shatabdi Express,KOAA,Kolkata,MAS,Chennai Central,1AC,TQ,3,1,5,1,144,76.33,67.39,36.32,72.09
12001,Shatabdi Express,JP,Jaipur,CSMT,Mumbai CST,3AC,TQ,6,1,11,1,145,63.67,78.35,19.55,62.58
12345,Saraighat Express,NDLS,New Delhi,RNC,Ranchi,1AC,TQ,2,6,12,0,139,65.47,71.31,30.38,67.13
12001,Shatabdi Express,BBS,Bhubaneswar,CSMT,Mumbai CST,1AC,LD,6,4,7,0,88,62.41,100.0,1.26,63.08
12423,Rajdhani Express,VSKP,Visakhapatnam,HWH,Howrah,2AC,GN,1,4,6,1,33,92.4,95.13,7.94,92.15
12501,Poorvottar Sampark Kranti,RNC,Ranchi,CSMT,Mumbai CST,1AC,TQ,7,1,11,1,136,67.69,73.09,28.76,68.25
12423,Rajdhani Express,RNC,Ranchi,HWH,Howrah,SL,LD,3,0,1,0,80,80.14,94.47,5.14,79.74
15960,Kanchanjunga Express,HWH,Howrah,SDAH,Sealdah,1AC,GN,1,1,1,0,164,74.93,63.07,40.41,71.74
12378,Padatik Express,NDLS,New Delhi,HWH,Howrah,3AC,LD,7,4,6,1,182,60.64,66.38,37.36,64.81
12505,North East Express,DBRG,Dibrugarh,AGTL,Agartala,SL,LD,7,0,3,1,134,61.47,79.11,16.48,59.81
12505,North East Express,SBC,Bangalore,KOAA,Kolkata,SL,TQ,1,1,8,1,76,83.22,72.89,31.16,88.1
15910,Avadh Assam Express,KOAA,Kolkata,MAS,Chennai Central,2AC,TQ,2,1,5,1,138,66.25,72.94,22.31,65.93
12001,Shatabdi Express,CSMT,Mumbai CST,AGTL,Agartala,2AC,GN,4,3,5,1,128,85.87,79.64,15.4,85.53
12505,North East Express,PNBE,Patna,ADI,Ahmedabad,3AC,GN,5,2,1,0,69,82.42,93.49,2.06,80.61
12505,North East Express,VSKP,Visakhapatnam,KOAA,Kolkata,SL,GN,5,5,10,0,185,62.98,50.94,44.13,65.66
15960,Kanchanjunga Express,BSB,Varanasi,JP,Jaipur,2AC,TQ,5,1,4,0,186,83.46,68.27,32.74,83.48
12345,Saraighat Express,SCL,Silchar,VSKP,Visakhapatnam,1AC,LD,0,2,4,0,121,82.45,67.38,34.04,78.44
12505,North East Express,CSMT,Mumbai CST,SBC,Bangalore,SL,GN,1,0,3,1,176,95.82,48.17,50.2,94.96
15960,Kanchanjunga Express,DBRG,Dibrugarh,NDLS,New Delhi,1AC,GN,1,0,4,1,29,82.06,96.78,0.0,85.23
15910,Avadh Assam Express,SBC,Bangalore,ADI,Ahmedabad,3AC,LD,2,3,10,0,56,73.72,79.37,21.39,74.85
12505,North East Express,PNBE,Patna,GHY,Guwahati,SL,LD,4,6,6,1,57,69.59,85.38,10.05,67.27
12378,Padatik Express,KOAA,Kolkata,ADI,Ahmedabad,1AC,LD,7,6,12,1,0,70.49,100.0,0.4,74.24
15666,BG Express,SBC,Bangalore,KOAA,Kolkata,3AC,TQ,7,6,12,0,105,81.28,82.69,20.97,84.79
12378,Padatik Express,SDAH,Sealdah,BBS,Bhubaneswar,2AC,GN,6,6,8,1,123,96.93,89.92,13.69,92.84
15960,Kanchanjunga Express,JP,Jaipur,CSMT,Mumbai CST,SL,TQ,7,4,9,1,25,84.75,100.0,0.0,80.92
12378,Padatik Express,SCL,Silchar,BSB,Varanasi,3AC,TQ,4,2,7,1,107,82.68,85.57,19.18,79.77
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,HWH,Howrah,3AC,TQ,1,1,2,1,10,66.76,91.49,3.75,71.47
12378,Padatik Express,ADI,Ahmedabad,MAS,Chennai Central,2AC,LD,5,6,11,1,67,83.88,85.21,19.42,88.39
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,JP,Jaipur,SL,GN,3,0,9,0,81,85.84,80.6,21.18,88.7
15666,BG Express,BSB,Varanasi,NDLS,New Delhi,1AC,GN,3,6,10,0,23,82.56,100.0,0.0,79.29
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,KOAA,Kolkata,3AC,TQ,1,5,5,1,82,90.88,71.04,28.56,95.02
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,CSMT,Mumbai CST,1AC,GN,6,3,2,0,85,78.43,83.67,11.96,78.99
12423,Rajdhani Express,BSB,Varanasi,BBS,Bhubaneswar,3AC,LD,0,5,4,1,191,68.43,52.17,46.8,68.0
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,JP,Jaipur,SL,LD,6,0,2,1,48,87.8,100.0,0.0,83.61
12378,Padatik Express,MAS,Chennai Central,KOAA,Kolkata,2AC,GN,6,5,4,0,150,82.67,70.83,33.22,82.86
15644,Kamakhya Express,SDAH,Sealdah,CSMT,Mumbai CST,3AC,GN,7,3,6,0,42,84.14,100.0,0.0,81.93
15644,Kamakhya Express,BSB,Varanasi,BBS,Bhubaneswar,3AC,GN,6,0,8,0,196,85.8,50.01,45.47,86.93
15910,Avadh Assam Express,ADI,Ahmedabad,RNC,Ranchi,3AC,GN,0,0,12,0,130,96.19,62.86,40.85,95.57
12378,Padatik Express,VSKP,Visakhapatnam,DBRG,Dibrugarh,3AC,TQ,5,5,8,1,24,77.73,100.0,2.0,79.32
12505,North East Express,AGTL,Agartala,HWH,Howrah,1AC,GN,7,1,4,1,179,74.81,64.23,34.63,79.21
12423,Rajdhani Express,SCL,Silchar,SDAH,Sealdah,SL,GN,7,6,6,0,35,82.01,100.0,3.6,84.4
12505,North East Express,CSMT,Mumbai CST,BBS,Bhubaneswar,1AC,TQ,6,1,7,0,10,71.26,100.0,0.0,70.76
15960,Kanchanjunga Express,MAS,Chennai Central,KOAA,Kolkata,2AC,GN,4,2,2,1,128,70.97,78.64,22.29,69.71
12001,Shatabdi Express,KOAA,Kolkata,AGTL,Agartala,2AC,GN,5,6,10,1,62,95.5,94.85,4.96,98.16
12501,Poorvottar Sampark Kranti,SCL,Silchar,SBC,Bangalore,SL,TQ,0,1,2,0,19,78.09,88.12,12.77,83.03
15666,BG Express,PNBE,Patna,RNC,Ranchi,SL,LD,6,1,2,1,195,67.87,60.86,38.45,65.04
15960,Kanchanjunga Express,PNBE,Patna,GHY,Guwahati,3AC,LD,7,3,1,1,126,67.18,89.95,5.34,71.69
12345,Saraighat Express,HWH,Howrah,RNC,Ranchi,1AC,GN,2,5,1,0,161,90.86,56.25,45.0,86.17
12001,Shatabdi Express,BBS,Bhubaneswar,SCL,Silchar,2AC,LD,6,6,11,0,73,63.6,91.37,12.83,62.6
15644,Kamakhya Express,VSKP,Visakhapatnam,ADI,Ahmedabad,2AC,GN,3,1,12,1,41,86.84,90.36,11.45,83.19
12378,Padatik Express,CSMT,Mumbai CST,AGTL,Agartala,1AC,LD,3,5,2,0,121,79.53,67.8,31.38,81.91
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,DBRG,Dibrugarh,1AC,LD,3,5,2,0,118,69.41,76.58,18.79,68.24
15666,BG Express,RNC,Ranchi,SDAH,Sealdah,3AC,TQ,0,6,3,1,21,90.44,89.37,12.35,89.7
12423,Rajdhani Express,VSKP,Visakhapatnam,BSB,Varanasi,1AC,TQ,0,1,11,0,146,95.03,54.33,45.67,96.47
12378,Padatik Express,ADI,Ahmedabad,PNBE,Patna,3AC,LD,1,5,4,0,163,87.71,53.31,43.12,82.79
12378,Padatik Express,ADI,Ahmedabad,JP,Jaipur,3AC,GN,6,6,12,0,95,70.08,99.18,5.15,74.04
12505,North East Express,KOAA,Kolkata,HWH,Howrah,3AC,LD,7,6,3,1,22,76.35,100.0,0.0,79.55
12001,Shatabdi Express,SCL,Silchar,PNBE,Patna,2AC,GN,2,4,8,1,6,72.58,100.0,0.0,70.26
15644,Kamakhya Express,SCL,Silchar,SDAH,Sealdah,2AC,TQ,6,1,8,1,146,91.04,72.41,25.6,90.59
15644,Kamakhya Express,DBRG,Dibrugarh,CSMT,Mumbai CST,2AC,TQ,1,4,2,1,195,68.92,35.4,64.26,64.95
15960,Kanchanjunga Express,SCL,Silchar,SBC,Bangalore,1AC,TQ,3,5,6,0,55,71.13,85.12,16.85,74.8
12501,Poorvottar Sampark Kranti,BSB,Varanasi,BBS,Bhubaneswar,1AC,GN,0,2,1,1,153,63.8,60.59,43.49,60.42
12423,Rajdhani Express,SDAH,Sealdah,HWH,Howrah,2AC,LD,4,4,5,1,1,61.89,100.0,0.0,65.91
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,GHY,Guwahati,SL,TQ,6,4,1,1,155,72.86,72.52,25.59,76.13
15666,BG Express,JP,Jaipur,DBRG,Dibrugarh,1AC,GN,5,6,11,0,96,88.63,82.85,13.73,84.61
15666,BG Express,ADI,Ahmedabad,CSMT,Mumbai CST,2AC,GN,6,3,3,1,4,83.22,100.0,0.0,84.86
12345,Saraighat Express,JP,Jaipur,RNC,Ranchi,1AC,LD,5,3,7,1,75,68.35,100.0,4.02,64.81
12345,Saraighat Express,ADI,Ahmedabad,PNBE,Patna,3AC,TQ,6,3,3,1,85,73.44,83.22,16.89,71.37
12378,Padatik Express,ADI,Ahmedabad,HWH,Howrah,SL,TQ,2,2,7,1,130,96.0,66.87,28.74,93.41
15960,Kanchanjunga Express,KOAA,Kolkata,SBC,Bangalore,SL,GN,5,1,9,0,87,93.08,89.4,8.16,91.46
12378,Padatik Express,CSMT,Mumbai CST,ADI,Ahmedabad,3AC,TQ,2,1,6,1,21,83.0,100.0,0.0,83.26
15910,Avadh Assam Express,JP,Jaipur,BBS,Bhubaneswar,2AC,TQ,1,1,4,1,173,96.53,58.87,39.57,93.18
