train_no,train_name,source,source_name,destination,destination_name
12423,Rajdhani Express,CSMT,Mumbai CST,ADI,Ahmedabad
15960,Kanchanjunga Express,HWH,Howrah,JP,Jaipur
12501,Poorvottar Sampark Kranti,JP,Jaipur,SCL,Silchar
15666,BG Express,NDLS,New Delhi,SBC,Bangalore
12001,Shatabdi Express,JP,Jaipur,PNBE,Patna
12378,Padatik Express,KOAA,Kolkata,PNBE,Patna
12501,Poorvottar Sampark Kranti,HWH,Howrah,VSKP,Visakhapatnam
15910,Avadh Assam Express,CSMT,Mumbai CST,RNC,Ranchi
12505,North East Express,BBS,Bhubaneswar,RNC,Ranchi
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,HWH,Howrah
15666,BG Express,ADI,Ahmedabad,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,BSB,Varanasi
12001,Shatabdi Express,ADI,Ahmedabad,GHY,Guwahati
12423,Rajdhani Express,HWH,Howrah,VSKP,Visakhapatnam
12505,North East Express,BSB,Varanasi,MAS,Chennai Central
12423,Rajdhani Express,HWH,Howrah,KOAA,Kolkata
12001,Shatabdi Express,BBS,Bhubaneswar,BSB,Varanasi
12345,Saraighat Express,MAS,Chennai Central,BSB,Varanasi
15910,Avadh Assam Express,JP,Jaipur,PNBE,Patna
12378,Padatik Express,CSMT,Mumbai CST,SBC,Bangalore
12501,Poorvottar Sampark Kranti,BSB,Varanasi,DBRG,Dibrugarh
12423,Rajdhani Express,BSB,Varanasi,SCL,Silchar
15644,Kamakhya Express,SBC,Bangalore,ADI,Ahmedabad
15666,BG Express,JP,Jaipur,SBC,Bangalore
15644,Kamakhya Express,GHY,Guwahati,NDLS,New Delhi
15644,Kamakhya Express,BBS,Bhubaneswar,RNC,Ranchi
12423,Rajdhani Express,ADI,Ahmedabad,DBRG,Dibrugarh
15960,Kanchanjunga Express,RNC,Ranchi,DBRG,Dibrugarh
15960,Kanchanjunga Express,HWH,Howrah,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,JP,Jaipur,NDLS,New Delhi
12378,Padatik Express,JP,Jaipur,AGTL,Agartala
15960,Kanchanjunga Express,JP,Jaipur,ADI,Ahmedabad
12345,Saraighat Express,BSB,Varanasi,SDAH,Sealdah
12505,North East Express,MAS,Chennai Central,VSKP,Visakhapatnam
15644,Kamakhya Express,HWH,Howrah,BSB,Varanasi
15960,Kanchanjunga Express,VSKP,Visakhapatnam,SCL,Silchar
15960,Kanchanjunga Express,MAS,Chennai Central,BBS,Bhubaneswar
12423,Rajdhani Express,ADI,Ahmedabad,VSKP,Visakhapatnam
15644,Kamakhya Express,VSKP,Visakhapatnam,MAS,Chennai Central
12423,Rajdhani Express,BSB,Varanasi,NDLS,New Delhi
12505,North East Express,AGTL,Agartala,PNBE,Patna
15644,Kamakhya Express,VSKP,Visakhapatnam,PNBE,Patna
12505,North East Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12505,North East Express,PNBE,Patna,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,RNC,Ranchi,VSKP,Visakhapatnam
12345,Saraighat Express,HWH,Howrah,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,AGTL,Agartala
12501,Poorvottar Sampark Kranti,JP,Jaipur,RNC,Ranchi
15910,Avadh Assam Express,AGTL,Agartala,MAS,Chennai Central
15666,BG Express,JP,Jaipur,SDAH,Sealdah
15666,BG Express,NDLS,New Delhi,JP,Jaipur
12345,Saraighat Express,RNC,Ranchi,VSKP,Visakhapatnam
12423,Rajdhani Express,RNC,Ranchi,HWH,Howrah
12378,Padatik Express,CSMT,Mumbai CST,JP,Jaipur
12001,Shatabdi Express,CSMT,Mumbai CST,HWH,Howrah
15910,Avadh Assam Express,KOAA,Kolkata,JP,Jaipur
12505,North East Express,SBC,Bangalore,SDAH,Sealdah
12345,Saraighat Express,PNBE,Patna,NDLS,New Delhi
15960,Kanchanjunga Express,VSKP,Visakhapatnam,PNBE,Patna
12501,Poorvottar Sampark Kranti,HWH,Howrah,PNBE,Patna
15644,Kamakhya Express,BSB,Varanasi,GHY,Guwahati
12505,North East Express,RNC,Ranchi,GHY,Guwahati
15666,BG Express,HWH,Howrah,PNBE,Patna
12345,Saraighat Express,SCL,Silchar,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,HWH,Howrah
12505,North East Express,SCL,Silchar,JP,Jaipur
15960,Kanchanjunga Express,VSKP,Visakhapatnam,AGTL,Agartala
15666,BG Express,JP,Jaipur,AGTL,Agartala
12001,Shatabdi Express,KOAA,Kolkata,SDAH,Sealdah
15644,Kamakhya Express,MAS,Chennai Central,SDAH,Sealdah
12001,Shatabdi Express,BSB,Varanasi,GHY,Guwahati
15960,Kanchanjunga Express,SBC,Bangalore,DBRG,Dibrugarh
12345,Saraighat Express,HWH,Howrah,BSB,Varanasi
12505,North East Express,BBS,Bhubaneswar,SDAH,Sealdah
12001,Shatabdi Express,BBS,Bhubaneswar,ADI,Ahmedabad
12378,Padatik Express,SBC,Bangalore,GHY,Guwahati
12345,Saraighat Express,AGTL,Agartala,SDAH,Sealdah
12001,Shatabdi Express,SBC,Bangalore,BBS,Bhubaneswar
15644,Kamakhya Express,NDLS,New Delhi,SBC,Bangalore
12378,Padatik Express,NDLS,New Delhi,SDAH,Sealdah
15666,BG Express,HWH,Howrah,AGTL,Agartala
15666,BG Express,CSMT,Mumbai CST,DBRG,Dibrugarh
15960,Kanchanjunga Express,GHY,Guwahati,PNBE,Patna
12345,Saraighat Express,GHY,Guwahati,NDLS,New Delhi
15960,Kanchanjunga Express,KOAA,Kolkata,BBS,Bhubaneswar
12345,Saraighat Express,CSMT,Mumbai CST,PNBE,Patna
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,RNC,Ranchi
15960,Kanchanjunga Express,KOAA,Kolkata,BSB,Varanasi
12423,Rajdhani Express,SBC,Bangalore,MAS,Chennai Central
15644,Kamakhya Express,HWH,Howrah,SBC,Bangalore
15666,BG Express,ADI,Ahmedabad,HWH,Howrah
12505,North East Express,NDLS,New Delhi,BSB,Varanasi
12423,Rajdhani Express,ADI,Ahmedabad,CSMT,Mumbai CST
15666,BG Express,SCL,Silchar,VSKP,Visakhapatnam
12423,Rajdhani Express,CSMT,Mumbai CST,MAS,Chennai Central
15644,Kamakhya Express,VSKP,Visakhapatnam,CSMT,Mumbai CST
15910,Avadh Assam Express,BBS,Bhubaneswar,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,GHY,Guwahati
12345,Saraighat Express,RNC,Ranchi,GHY,Guwahati
12505,North East Express,HWH,Howrah,DBRG,Dibrugarh
12505,North East Express,PNBE,Patna,VSKP,Visakhapatnam
12001,Shatabdi Express,HWH,Howrah,PNBE,Patna
12501,Poorvottar Sampark Kranti,PNBE,Patna,DBRG,Dibrugarh
12345,Saraighat Express,PNBE,Patna,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,SCL,Silchar,NDLS,New Delhi
15666,BG Express,SBC,Bangalore,CSMT,Mumbai CST
15960,Kanchanjunga Express,JP,Jaipur,MAS,Chennai Central
15666,BG Express,BBS,Bhubaneswar,SBC,Bangalore
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,VSKP,Visakhapatnam
15910,Avadh Assam Express,HWH,Howrah,KOAA,Kolkata
15910,Avadh Assam Express,ADI,Ahmedabad,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,JP,Jaipur
15910,Avadh Assam Express,MAS,Chennai Central,RNC,Ranchi
12505,North East Express,RNC,Ranchi,SBC,Bangalore
15910,Avadh Assam Express,RNC,Ranchi,BSB,Varanasi
12001,Shatabdi Express,RNC,Ranchi,SBC,Bangalore
12505,North East Express,VSKP,Visakhapatnam,PNBE,Patna
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,CSMT,Mumbai CST
15666,BG Express,HWH,Howrah,CSMT,Mumbai CST
15910,Avadh Assam Express,BBS,Bhubaneswar,PNBE,Patna
12378,Padatik Express,RNC,Ranchi,PNBE,Patna
15666,BG Express,CSMT,Mumbai CST,BBS,Bhubaneswar
15644,Kamakhya Express,AGTL,Agartala,MAS,Chennai Central
15910,Avadh Assam Express,SBC,Bangalore,JP,Jaipur
12423,Rajdhani Express,KOAA,Kolkata,SDAH,Sealdah
12423,Rajdhani Express,AGTL,Agartala,ADI,Ahmedabad
12423,Rajdhani Express,SDAH,Sealdah,PNBE,Patna
12505,North East Express,PNBE,Patna,DBRG,Dibrugarh
15910,Avadh Assam Express,PNBE,Patna,GHY,Guwahati
15910,Avadh Assam Express,BSB,Varanasi,NDLS,New Delhi
12345,Saraighat Express,PNBE,Patna,RNC,Ranchi
15910,Avadh Assam Express,VSKP,Visakhapatnam,GHY,Guwahati
12001,Shatabdi Express,GHY,Guwahati,VSKP,Visakhapatnam
12505,North East Express,AGTL,Agartala,HWH,Howrah
15910,Avadh Assam Express,JP,Jaipur,AGTL,Agartala
15910,Avadh Assam Express,KOAA,Kolkata,DBRG,Dibrugarh
15666,BG Express,KOAA,Kolkata,BSB,Varanasi
12378,Padatik Express,SBC,Bangalore,DBRG,Dibrugarh
12001,Shatabdi Express,DBRG,Dibrugarh,MAS,Chennai Central
12505,North East Express,BBS,Bhubaneswar,SCL,Silchar
15666,BG Express,AGTL,Agartala,GHY,Guwahati
12501,Poorvottar Sampark Kranti,SCL,Silchar,BSB,Varanasi
12378,Padatik Express,ADI,Ahmedabad,JP,Jaipur
15666,BG Express,GHY,Guwahati,KOAA,Kolkata
15910,Avadh Assam Express,DBRG,Dibrugarh,SBC,Bangalore
15960,Kanchanjunga Express,NDLS,New Delhi,JP,Jaipur
15666,BG Express,SCL,Silchar,MAS,Chennai Central
15666,BG Express,ADI,Ahmedabad,SDAH,Sealdah
12423,Rajdhani Express,SCL,Silchar,HWH,Howrah
15644,Kamakhya Express,RNC,Ranchi,VSKP,Visakhapatnam
15910,Avadh Assam Express,JP,Jaipur,GHY,Guwahati
12505,North East Express,JP,Jaipur,RNC,Ranchi
15666,BG Express,CSMT,Mumbai CST,PNBE,Patna
15960,Kanchanjunga Express,JP,Jaipur,BSB,Varanasi
12423,Rajdhani Express,RNC,Ranchi,MAS,Chennai Central
12505,North East Express,DBRG,Dibrugarh,MAS,Chennai Central
12345,Saraighat Express,JP,Jaipur,PNBE,Patna
15960,Kanchanjunga Express,BBS,Bhubaneswar,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,DBRG,Dibrugarh
15960,Kanchanjunga Express,RNC,Ranchi,VSKP,Visakhapatnam
12423,Rajdhani Express,JP,Jaipur,GHY,Guwahati
15910,Avadh Assam Express,SCL,Silchar,DBRG,Dibrugarh
12423,Rajdhani Express,CSMT,Mumbai CST,SCL,Silchar
12423,Rajdhani Express,ADI,Ahmedabad,HWH,Howrah
12501,Poorvottar Sampark Kranti,GHY,Guwahati,ADI,Ahmedabad
12378,Padatik Express,HWH,Howrah,CSMT,Mumbai CST
12001,Shatabdi Express,GHY,Guwahati,AGTL,Agartala
15910,Avadh Assam Express,VSKP,Visakhapatnam,JP,Jaipur
12505,North East Express,AGTL,Agartala,SCL,Silchar
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,BSB,Varanasi,AGTL,Agartala
15960,Kanchanjunga Express,KOAA,Kolkata,PNBE,Patna
12423,Rajdhani Express,SBC,Bangalore,JP,Jaipur
12423,Rajdhani Express,VSKP,Visakhapatnam,SBC,Bangalore
12378,Padatik Express,VSKP,Visakhapatnam,AGTL,Agartala
12501,Poorvottar Sampark Kranti,GHY,Guwahati,CSMT,Mumbai CST
12423,Rajdhani Express,AGTL,Agartala,SCL,Silchar
15644,Kamakhya Express,VSKP,Visakhapatnam,SCL,Silchar
15644,Kamakhya Express,AGTL,Agartala,RNC,Ranchi
15666,BG Express,CSMT,Mumbai CST,SCL,Silchar
15910,Avadh Assam Express,KOAA,Kolkata,RNC,Ranchi
12378,Padatik Express,SCL,Silchar,JP,Jaipur
15644,Kamakhya Express,BBS,Bhubaneswar,ADI,Ahmedabad
12378,Padatik Express,PNBE,Patna,NDLS,New Delhi
15910,Avadh Assam Express,KOAA,Kolkata,ADI,Ahmedabad
12378,Padatik Express,GHY,Guwahati,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,BSB,Varanasi,CSMT,Mumbai CST
12345,Saraighat Express,JP,Jaipur,ADI,Ahmedabad
15960,Kanchanjunga Express,RNC,Ranchi,BBS,Bhubaneswar
12345,Saraighat Express,AGTL,Agartala,DBRG,Dibrugarh
12001,Shatabdi Express,VSKP,Visakhapatnam,NDLS,New Delhi
12505,North East Express,SDAH,Sealdah,CSMT,Mumbai CST
15910,Avadh Assam Express,BBS,Bhubaneswar,ADI,Ahmedabad
15666,BG Express,BSB,Varanasi,SDAH,Sealdah
15960,Kanchanjunga Express,BSB,Varanasi,BBS,Bhubaneswar
12423,Rajdhani Express,AGTL,Agartala,NDLS,New Delhi
12345,Saraighat Express,SCL,Silchar,KOAA,Kolkata
12423,Rajdhani Express,PNBE,Patna,SBC,Bangalore
12001,Shatabdi Express,CSMT,Mumbai CST,KOAA,Kolkata
15644,Kamakhya Express,MAS,Chennai Central,PNBE,Patna
12505,North East Express,ADI,Ahmedabad,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,HWH,Howrah,RNC,Ranchi
12505,North East Express,SBC,Bangalore,PNBE,Patna
12505,North East Express,RNC,Ranchi,HWH,Howrah
15666,BG Express,HWH,Howrah,DBRG,Dibrugarh
12505,North East Express,CSMT,Mumbai CST,KOAA,Kolkata
12423,Rajdhani Express,AGTL,Agartala,CSMT,Mumbai CST
12423,Rajdhani Express,SCL,Silchar,AGTL,Agartala
15910,Avadh Assam Express,SCL,Silchar,MAS,Chennai Central
12423,Rajdhani Express,SCL,Silchar,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,RNC,Ranchi,HWH,Howrah
15666,BG Express,HWH,Howrah,BBS,Bhubaneswar
15960,Kanchanjunga Express,SCL,Silchar,BBS,Bhubaneswar
12001,Shatabdi Express,SBC,Bangalore,BSB,Varanasi
12345,Saraighat Express,MAS,Chennai Central,NDLS,New Delhi
12505,North East Express,VSKP,Visakhapatnam,NDLS,New Delhi
15910,Avadh Assam Express,AGTL,Agartala,VSKP,Visakhapatnam
12505,North East Express,KOAA,Kolkata,ADI,Ahmedabad
15666,BG Express,RNC,Ranchi,BSB,Varanasi
15910,Avadh Assam Express,PNBE,Patna,BBS,Bhubaneswar
12423,Rajdhani Express,BSB,Varanasi,JP,Jaipur
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,KOAA,Kolkata
12345,Saraighat Express,SBC,Bangalore,VSKP,Visakhapatnam
15666,BG Express,SBC,Bangalore,NDLS,New Delhi
15960,Kanchanjunga Express,ADI,Ahmedabad,AGTL,Agartala
12505,North East Express,SDAH,Sealdah,SBC,Bangalore
12501,Poorvottar Sampark Kranti,AGTL,Agartala,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,NDLS,New Delhi
12505,North East Express,BSB,Varanasi,SCL,Silchar
15960,Kanchanjunga Express,BBS,Bhubaneswar,AGTL,Agartala
15960,Kanchanjunga Express,NDLS,New Delhi,HWH,Howrah
12001,Shatabdi Express,SCL,Silchar,JP,Jaipur
15960,Kanchanjunga Express,PNBE,Patna,AGTL,Agartala
12345,Saraighat Express,BBS,Bhubaneswar,SCL,Silchar
12423,Rajdhani Express,DBRG,Dibrugarh,GHY,Guwahati
12501,Poorvottar Sampark Kranti,AGTL,Agartala,CSMT,Mumbai CST
12378,Padatik Express,CSMT,Mumbai CST,PNBE,Patna
15644,Kamakhya Express,NDLS,New Delhi,HWH,Howrah
12505,North East Express,BSB,Varanasi,RNC,Ranchi
12001,Shatabdi Express,PNBE,Patna,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,SBC,Bangalore
12001,Shatabdi Express,BBS,Bhubaneswar,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,HWH,Howrah,SDAH,Sealdah
12378,Padatik Express,MAS,Chennai Central,JP,Jaipur
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,RNC,Ranchi
15644,Kamakhya Express,PNBE,Patna,SCL,Silchar
12001,Shatabdi Express,BBS,Bhubaneswar,SCL,Silchar
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,AGTL,Agartala
15644,Kamakhya Express,AGTL,Agartala,BBS,Bhubaneswar
12505,North East Express,GHY,Guwahati,ADI,Ahmedabad
12378,Padatik Express,NDLS,New Delhi,VSKP,Visakhapatnam
15960,Kanchanjunga Express,ADI,Ahmedabad,CSMT,Mumbai CST
15910,Avadh Assam Express,VSKP,Visakhapatnam,SCL,Silchar
12501,Poorvottar Sampark Kranti,HWH,Howrah,BSB,Varanasi
12505,North East Express,SDAH,Sealdah,JP,Jaipur
12345,Saraighat Express,CSMT,Mumbai CST,AGTL,Agartala
15666,BG Express,SDAH,Sealdah,BBS,Bhubaneswar
15910,Avadh Assam Express,HWH,Howrah,NDLS,New Delhi
12345,Saraighat Express,CSMT,Mumbai CST,SBC,Bangalore
12345,Saraighat Express,RNC,Ranchi,AGTL,Agartala
12505,North East Express,SDAH,Sealdah,PNBE,Patna
15910,Avadh Assam Express,VSKP,Visakhapatnam,MAS,Chennai Central
12505,North East Express,VSKP,Visakhapatnam,GHY,Guwahati
15960,Kanchanjunga Express,SBC,Bangalore,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,BBS,Bhubaneswar
12423,Rajdhani Express,BBS,Bhubaneswar,HWH,Howrah
12378,Padatik Express,SBC,Bangalore,AGTL,Agartala
12345,Saraighat Express,CSMT,Mumbai CST,KOAA,Kolkata
15644,Kamakhya Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12001,Shatabdi Express,HWH,Howrah,CSMT,Mumbai CST
12378,Padatik Express,HWH,Howrah,MAS,Chennai Central
15960,Kanchanjunga Express,PNBE,Patna,ADI,Ahmedabad
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,AGTL,Agartala
15666,BG Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12345,Saraighat Express,GHY,Guwahati,ADI,Ahmedabad
15960,Kanchanjunga Express,KOAA,Kolkata,SDAH,Sealdah
15644,Kamakhya Express,ADI,Ahmedabad,RNC,Ranchi
15960,Kanchanjunga Express,HWH,Howrah,CSMT,Mumbai CST
12505,North East Express,CSMT,Mumbai CST,JP,Jaipur
12423,Rajdhani Express,VSKP,Visakhapatnam,AGTL,Agartala
12345,Saraighat Express,ADI,Ahmedabad,DBRG,Dibrugarh
15910,Avadh Assam Express,BSB,Varanasi,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,SBC,Bangalore,SCL,Silchar
12345,Saraighat Express,HWH,Howrah,PNBE,Patna
15910,Avadh Assam Express,BBS,Bhubaneswar,VSKP,Visakhapatnam
12423,Rajdhani Express,DBRG,Dibrugarh,NDLS,New Delhi
12378,Padatik Express,CSMT,Mumbai CST,BBS,Bhubaneswar
12423,Rajdhani Express,GHY,Guwahati,NDLS,New Delhi
12345,Saraighat Express,PNBE,Patna,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,PNBE,Patna,JP,Jaipur
15644,Kamakhya Express,PNBE,Patna,AGTL,Agartala
12345,Saraighat Express,VSKP,Visakhapatnam,SBC,Bangalore
15910,Avadh Assam Express,PNBE,Patna,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,SCL,Silchar,MAS,Chennai Central
15666,BG Express,CSMT,Mumbai CST,ADI,Ahmedabad
15910,Avadh Assam Express,AGTL,Agartala,DBRG,Dibrugarh
15910,Avadh Assam Express,MAS,Chennai Central,NDLS,New Delhi
12423,Rajdhani Express,ADI,Ahmedabad,BBS,Bhubaneswar
15960,Kanchanjunga Express,HWH,Howrah,KOAA,Kolkata
12345,Saraighat Express,ADI,Ahmedabad,JP,Jaipur
15910,Avadh Assam Express,JP,Jaipur,VSKP,Visakhapatnam
15960,Kanchanjunga Express,BBS,Bhubaneswar,PNBE,Patna
12505,North East Express,JP,Jaipur,NDLS,New Delhi
12378,Padatik Express,JP,Jaipur,SBC,Bangalore
12001,Shatabdi Express,SCL,Silchar,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,SBC,Bangalore,KOAA,Kolkata
15644,Kamakhya Express,HWH,Howrah,ADI,Ahmedabad
15644,Kamakhya Express,BBS,Bhubaneswar,JP,Jaipur
12423,Rajdhani Express,BBS,Bhubaneswar,RNC,Ranchi
12378,Padatik Express,NDLS,New Delhi,JP,Jaipur
12001,Shatabdi Express,AGTL,Agartala,SBC,Bangalore
12378,Padatik Express,PNBE,Patna,AGTL,Agartala
12001,Shatabdi Express,VSKP,Visakhapatnam,AGTL,Agartala
15666,BG Express,JP,Jaipur,PNBE,Patna
12501,Poorvottar Sampark Kranti,SCL,Silchar,RNC,Ranchi
12345,Saraighat Express,DBRG,Dibrugarh,CSMT,Mumbai CST
12345,Saraighat Express,RNC,Ranchi,BBS,Bhubaneswar
12001,Shatabdi Express,HWH,Howrah,GHY,Guwahati
12345,Saraighat Express,SBC,Bangalore,JP,Jaipur
12423,Rajdhani Express,DBRG,Dibrugarh,PNBE,Patna
12423,Rajdhani Express,SBC,Bangalore,HWH,Howrah
12505,North East Express,ADI,Ahmedabad,SBC,Bangalore
12423,Rajdhani Express,VSKP,Visakhapatnam,GHY,Guwahati
15910,Avadh Assam Express,ADI,Ahmedabad,PNBE,Patna
15960,Kanchanjunga Express,JP,Jaipur,DBRG,Dibrugarh
15666,BG Express,SDAH,Sealdah,SBC,Bangalore
12378,Padatik Express,DBRG,Dibrugarh,HWH,Howrah
12505,North East Express,GHY,Guwahati,SBC,Bangalore
12001,Shatabdi Express,SBC,Bangalore,GHY,Guwahati
12378,Padatik Express,RNC,Ranchi,DBRG,Dibrugarh
15910,Avadh Assam Express,RNC,Ranchi,HWH,Howrah
15960,Kanchanjunga Express,CSMT,Mumbai CST,NDLS,New Delhi
15666,BG Express,NDLS,New Delhi,DBRG,Dibrugarh
15666,BG Express,JP,Jaipur,BBS,Bhubaneswar
15960,Kanchanjunga Express,CSMT,Mumbai CST,SCL,Silchar
12423,Rajdhani Express,VSKP,Visakhapatnam,BSB,Varanasi
12505,North East Express,MAS,Chennai Central,BSB,Varanasi
15910,Avadh Assam Express,SCL,Silchar,BSB,Varanasi
15910,Avadh Assam Express,GHY,Guwahati,HWH,Howrah
12378,Padatik Express,VSKP,Visakhapatnam,RNC,Ranchi
15666,BG Express,NDLS,New Delhi,PNBE,Patna
12505,North East Express,BSB,Varanasi,JP,Jaipur
12001,Shatabdi Express,NDLS,New Delhi,VSKP,Visakhapatnam
12345,Saraighat Express,GHY,Guwahati,CSMT,Mumbai CST
15644,Kamakhya Express,PNBE,Patna,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,RNC,Ranchi,SCL,Silchar
15666,BG Express,GHY,Guwahati,JP,Jaipur
12001,Shatabdi Express,HWH,Howrah,VSKP,Visakhapatnam
12505,North East Express,CSMT,Mumbai CST,BSB,Varanasi
12345,Saraighat Express,VSKP,Visakhapatnam,JP,Jaipur
12423,Rajdhani Express,GHY,Guwahati,SDAH,Sealdah
12378,Padatik Express,BSB,Varanasi,VSKP,Visakhapatnam
15666,BG Express,KOAA,Kolkata,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,JP,Jaipur
12345,Saraighat Express,VSKP,Visakhapatnam,DBRG,Dibrugarh
15960,Kanchanjunga Express,CSMT,Mumbai CST,HWH,Howrah
12378,Padatik Express,RNC,Ranchi,JP,Jaipur
12345,Saraighat Express,NDLS,New Delhi,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,RNC,Ranchi,JP,Jaipur
12423,Rajdhani Express,GHY,Guwahati,MAS,Chennai Central
12345,Saraighat Express,MAS,Chennai Central,KOAA,Kolkata
15666,BG Express,HWH,Howrah,NDLS,New Delhi
12001,Shatabdi Express,ADI,Ahmedabad,VSKP,Visakhapatnam
15644,Kamakhya Express,VSKP,Visakhapatnam,JP,Jaipur
12505,North East Express,PNBE,Patna,ADI,Ahmedabad
12505,North East Express,HWH,Howrah,ADI,Ahmedabad
15960,Kanchanjunga Express,SCL,Silchar,JP,Jaipur
15666,BG Express,RNC,Ranchi,SCL,Silchar
15644,Kamakhya Express,SDAH,Sealdah,HWH,Howrah
15644,Kamakhya Express,PNBE,Patna,GHY,Guwahati
15910,Avadh Assam Express,JP,Jaipur,SDAH,Sealdah
15910,Avadh Assam Express,HWH,Howrah,SBC,Bangalore
12345,Saraighat Express,MAS,Chennai Central,JP,Jaipur
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,AGTL,Agartala
12001,Shatabdi Express,JP,Jaipur,KOAA,Kolkata
15666,BG Express,KOAA,Kolkata,ADI,Ahmedabad
15644,Kamakhya Express,BBS,Bhubaneswar,PNBE,Patna
15960,Kanchanjunga Express,RNC,Ranchi,HWH,Howrah
12501,Poorvottar Sampark Kranti,HWH,Howrah,CSMT,Mumbai CST
12378,Padatik Express,SBC,Bangalore,BSB,Varanasi
15666,BG Express,BBS,Bhubaneswar,VSKP,Visakhapatnam
15960,Kanchanjunga Express,CSMT,Mumbai CST,BSB,Varanasi
15666,BG Express,SDAH,Sealdah,JP,Jaipur
12501,Poorvottar Sampark Kranti,SCL,Silchar,SDAH,Sealdah
15910,Avadh Assam Express,RNC,Ranchi,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,HWH,Howrah
12378,Padatik Express,SCL,Silchar,SDAH,Sealdah
12505,North East Express,CSMT,Mumbai CST,RNC,Ranchi
12345,Saraighat Express,NDLS,New Delhi,SDAH,Sealdah
15666,BG Express,JP,Jaipur,GHY,Guwahati
15644,Kamakhya Express,SDAH,Sealdah,ADI,Ahmedabad
15644,Kamakhya Express,AGTL,Agartala,KOAA,Kolkata
15910,Avadh Assam Express,BSB,Varanasi,GHY,Guwahati
12345,Saraighat Express,AGTL,Agartala,MAS,Chennai Central
15910,Avadh Assam Express,BSB,Varanasi,SDAH,Sealdah
15644,Kamakhya Express,HWH,Howrah,MAS,Chennai Central
15910,Avadh Assam Express,BSB,Varanasi,MAS,Chennai Central
15644,Kamakhya Express,RNC,Ranchi,BSB,Varanasi
15910,Avadh Assam Express,KOAA,Kolkata,SDAH,Sealdah
15960,Kanchanjunga Express,AGTL,Agartala,KOAA,Kolkata
12001,Shatabdi Express,BBS,Bhubaneswar,HWH,Howrah
12345,Saraighat Express,KOAA,Kolkata,SBC,Bangalore
12378,Padatik Express,SCL,Silchar,NDLS,New Delhi
15666,BG Express,SCL,Silchar,AGTL,Agartala
15960,Kanchanjunga Express,JP,Jaipur,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,MAS,Chennai Central
15910,Avadh Assam Express,DBRG,Dibrugarh,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,VSKP,Visakhapatnam
12378,Padatik Express,GHY,Guwahati,MAS,Chennai Central
15644,Kamakhya Express,SDAH,Sealdah,BBS,Bhubaneswar
12001,Shatabdi Express,KOAA,Kolkata,SBC,Bangalore
15960,Kanchanjunga Express,NDLS,New Delhi,AGTL,Agartala
15666,BG Express,GHY,Guwahati,AGTL,Agartala
12505,North East Express,SDAH,Sealdah,KOAA,Kolkata
